chrom	chromStart	chromEnd	strand	log2BaseMean	meanLog10FpkmGrp1_kidney	meanLog10FpkmGrp2_liver	meanVstCountGrp1_kidney	meanVstCountGrp2_liver	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cRank	cRank_rerank
chr18	3953964	3954374	+	3.76620638261692	1.39403166478079	1.80847536523641	5.04366950096042	5.58830888221948	13.6063328557439	-1.5093307909474	0.458418185922111	-3.29247581640195	0.000993094382918002	0.00188437927192448	3297	2881
chr18	3989839	3990212	+	3.17685828503107	1.64552999446799	1.2371334407518	5.29794916611827	4.89867100283264	9.04335617053761	1.03036257028831	0.592983230578082	1.73759141432016	0.0822828337378391	0.110606232888681	4654	4387
chr18	4002487	4003684	+	4.95125887540055	1.7584454370643	1.16231148439143	6.32739207060924	5.30204346606889	30.9369458950751	1.96349034666529	0.361393222493339	5.4331133636616	5.5379199911292e-08	1.73226137322521e-07	2000	1530
chr18	4020464	4020796	+	2.80485014954501	1.55670853473301	1.30431677706531	5.13229291744301	4.88893980886257	6.98785731193661	0.77801957902032	0.620974337682238	1.25290133876425	0.210241614623705	0.256688435028474	5124	4953
chr18	4043811	4044083	+	2.12539295410298	1.47850911465793	0.822747072514679	4.99652112278798	4.53141679847211	4.3632192007806	1.93674979621761	0.879347052102868	2.20248625566671	0.0276309789416977	0.0411472040607619	4201	3880
chr18	4066437	4066850	+	3.60985386353617	1.5418223577908	1.50890674740888	5.24315735567637	5.25391220696465	12.2088369261696	-0.200603864464922	0.540883540544159	-0.370881806207495	0.71072556681536	0.751953178758142	5913	5866
chr18	4075215	4075498	+	2.23517257858776	1.42073584804067	1.30313532280628	4.92767630087394	4.81818283151665	4.70819012001115	0.508342587831292	0.706640357458501	0.719379501136327	0.471907123601838	0.525872989891895	5614	5505
chr18	4088034	4088349	+	3.40079509616985	1.81470401612658	1.432193270131	5.41592721097311	4.98482604673794	10.5618825331256	1.07114792161682	0.503509461791714	2.12736403761945	0.0333898477695469	0.0488281644801976	4278	3965
chr18	4095910	4096297	+	3.4942817377228	1.80569993568666	0.979917110708308	5.536941560477	4.74776180071646	11.268954266146	2.09310903542498	0.570631041046229	3.66806024359864	0.000244397606288888	0.000508126096691022	3009	2560
chr18	4100166	4100440	+	3.48201158434426	1.90016551084775	1.44479228579819	5.46671433885155	4.94417379430178	11.1735179788797	1.55252764545372	0.550118338104559	2.82217031848635	0.00476998373311439	0.00814883075760886	3662	3281
chr18	4128007	4128511	+	4.30877930040107	1.88734912416257	1.49528026396509	5.84924256959683	5.27306141848715	19.8185471447071	1.19318297879652	0.395667100188022	3.01562343250049	0.00256451535020322	0.00459175959670044	3498	3095
chr18	4136907	4138061	+	5.51122913247287	1.92234603829011	1.41997430031831	6.6622961287274	5.65054460691247	45.6084467263508	1.70731283687974	0.306014261014469	5.57919369907736	2.41636042487929e-08	7.82440518532342e-08	2376	1901
chr18	4176954	4178118	+	5.9711504166285	1.91722162124373	1.83062634431086	6.65417846799279	6.45932035492957	62.7329028274498	0.241966360085532	0.244034680419835	0.991524481968116	0.321429543955404	0.374114088741396	5730	5644
chr18	4186234	4187606	+	6.76337390488987	2.24857658404959	1.61821327542425	7.70215043497203	6.15229275979022	108.63716338544	2.16161357053159	0.249239316563844	8.67284343550944	4.21461265591543e-18	2.66329462377848e-17	1515	1083
chr18	4193198	4194687	+	5.94720545657876	2.00409714997997	1.19037515053816	7.13230255293495	5.45912598844758	61.7002939103126	2.73304054043296	0.29976591895211	9.11724905214988	7.70553628645824e-20	5.33840919247871e-19	903	562
chr18	4219743	4220147	+	3.36043962712783	1.64911200793072	1.2927401262103	5.35173262023627	4.97920672848001	10.270536406301	1.15702328606596	0.581003219287646	1.99142319294642	0.0464343815397095	0.0657671475916737	4417	4122
chr18	4232799	4233479	+	5.19518221048	2.08712299214486	1.41732093660977	6.51709825314001	5.32754214953872	36.6357999001607	2.30782452766789	0.355741643997663	6.48736116956566	8.73527669563952e-11	3.49634619372494e-10	1563	1125
chr18	4238952	4239396	+	5.21210780397097	1.70238166763538	2.25976910509141	5.46703332961259	6.48820521196621	37.0681395750913	-1.8552893096403	0.299393585084688	-6.19682385350877	5.76139161221185e-10	2.16476071627612e-09	2077	1608
chr18	4249673	4250772	+	5.4857045956303	1.93942951841681	1.4085088987867	6.64911464845212	5.62061031115604	44.8086263726474	1.66367947657288	0.319054853206485	5.21439952990208	1.84413619695511e-07	5.459969734099e-07	2461	1994
chr18	4265996	4266662	+	5.30559466119001	1.5786469816848	2.10658876892548	5.53638366296003	6.53805337322027	39.5496949276674	-1.76250712941248	0.287088886686378	-6.13923844198775	8.29180278354005e-10	3.07854707500454e-09	2254	1770
chr18	4276760	4277112	+	2.99151060378333	1.20907813738975	1.61665833161862	4.82504645250475	5.24811237655318	7.95306302501183	-1.43408784993701	0.600529918999805	-2.38803730599387	0.0169386222612475	0.0264061851149675	4013	3683
chr18	4313736	4314251	+	5.00929277521805	1.69540799120563	2.07379351328222	5.55103956734	6.23988013529867	32.2067856152383	-1.34197178488137	0.333285127444318	-4.02649765734167	5.66138032317014e-05	0.000128557514706905	3163	2733
chr18	4330783	4331077	+	3.41563900632791	1.8572788006315	1.46041570578334	5.43462176448701	4.97711900576866	10.6711148783334	1.30652805164088	0.509911311810943	2.56226528295826	0.0103991852519201	0.0168150175590623	3869	3512
chr18	4336508	4337270	+	5.44838563568377	1.90566475778102	1.89194420547712	6.23240025317893	6.19844307360476	43.6644007505345	0.101914707420931	0.287160078254189	0.354905556651637	0.722660345515932	0.763289400902865	6017	5978
chr18	4352776	4353668	+	7.66237103830612	2.48568357002533	2.49943249104753	7.84396495298714	7.88794550749534	202.583243604726	-0.0924885811991232	0.217085523300606	-0.426046747811235	0.670073782451778	0.715111153704934	6045	6013
chr18	4363759	4364252	+	4.37078822305786	1.92085228241416	1.45589940437925	5.9023455598539	5.22414835639559	20.6889457033541	1.40728932462462	0.413100116112291	3.40665439135845	0.000657643438882818	0.00128488986684913	3202	2775
chr18	4369170	4369872	+	5.40020640490067	1.77025282461559	2.01080352019776	5.89375622156949	6.39264383831532	42.2302945575073	-0.933454293150378	0.310975388716933	-3.00169829195088	0.00268478120740852	0.00479200891114057	4107	3787
chr18	4375366	4376192	+	7.53734821426522	2.29361486535936	2.62766765020422	7.22443999960047	8.16033272077319	185.766714540432	-1.14457795040482	0.19757549813469	-5.79311686525291	6.90919939696672e-09	2.37103408817465e-08	3618	3230
chr18	4439744	4440433	+	6.21410708345136	1.98540147220771	2.2996127945574	6.30394675699723	7.04206948015564	74.2390880499007	-1.08085690664966	0.248133480192929	-4.35594949060995	1.32491328346113e-05	3.23649258154348e-05	3771	3401
chr18	4514319	4515249	+	5.88386361437259	2.05686308949331	1.79450182961618	6.75970225597988	6.17445068032567	59.0499369616926	0.89401779373273	0.260100368511054	3.43720310298112	0.000587754692286872	0.00116103358223766	4197	3876
chr18	4518737	4519070	+	4.11074203129317	2.06293590378425	1.44619087834215	5.84946886383521	5.00637212618998	17.2765354589431	2.07731670231797	0.456240907054109	4.55311365158146	5.2857698403304e-06	1.3591358866053e-05	2433	1961
chr18	4549424	4550296	+	4.89525202622924	1.79257654845151	1.48045959077556	6.12900463167882	5.56576958863524	29.7589563394535	1.13941827510731	0.368680747093052	3.09052827979576	0.00199800777150974	0.00363887528924743	3629	3240
chr18	4554480	4555584	+	5.75559619170216	1.26882597211543	2.06612535475811	5.38985427914855	6.96633725316458	54.0265327286561	-2.76917083259152	0.294356605990934	-9.40753757935642	5.07895835306753e-21	3.78261469723696e-20	840	518
chr18	4558757	4559294	+	4.80036471621617	1.89725565441417	1.82090313793087	5.91568018351619	5.78250022647975	27.8646613777493	0.222506447677893	0.315556965528983	0.705122915936572	0.480733746661601	0.534471355805042	5763	5688
chr18	4570766	4571252	+	4.6237548972383	1.75633564562772	1.91784598278277	5.61177792259432	5.87859556591011	24.6540865724669	-0.491905633014668	0.347523592274728	-1.41545968086622	0.156933761910027	0.198058828829762	5178	5016
chr18	4595134	4595517	+	3.96250842918274	1.26088185339765	1.95768544653851	4.89281133198969	5.78126500956852	15.589561343534	-2.41814026917902	0.461037066714346	-5.24500185291452	1.56280756606752e-07	4.67571694563292e-07	2091	1624
chr18	4634688	4635780	+	8.64142315451223	2.58597573138417	2.79254347415196	8.39436375182743	9.02664636629357	399.325987891165	-0.710613748282975	0.193142003466181	-3.67922945568598	0.000233939716378939	0.000488493613373379	4666	4404
chr18	4636076	4636923	+	7.04532503314791	2.21168318684127	2.42131966372774	7.04369808695651	7.60332030393745	132.085201841168	-0.718882513501399	0.233405563845607	-3.07997162388522	0.00207020317661332	0.00376269351333321	4638	4368
chr18	4644504	4644900	+	5.16412330087171	1.4828231888324	2.33623863479335	5.12241492645484	6.55530068267622	35.8555191385725	-2.89968835992695	0.344016724867543	-8.42891682386495	3.48879444902076e-17	2.10066391463656e-16	1039	657
chr18	4689507	4690151	+	4.9174710153034	1.89994695479535	1.6771152558308	6.06806052000989	5.69656879101613	30.2208223849735	0.584748875479507	0.341106287200924	1.71427176050575	0.0864788269687303	0.115724393907246	4966	4764
chr18	4709745	4710154	+	4.04523103207537	1.94357588723238	1.30622085844477	5.7977539276339	4.98423357520558	16.509574487716	1.84870689242883	0.468998875945712	3.94181518815158	8.08672780409362e-05	0.000180551638623875	2802	2351
chr18	4715868	4716076	+	2.83544096382082	1.83186326865865	1.09151797974005	5.21661164518969	4.68997215804038	7.13760945250631	1.19091363576035	0.654161965815273	1.82051800317698	0.0686801571532607	0.0939770479332457	4572	4285
chr18	4734161	4734392	+	2.58324984875321	1.75145028902079	0.966300025524959	5.1742143953171	4.59869369975845	5.99288150679123	1.81507032658804	0.718053530664053	2.52776464299182	0.0114791274806159	0.0184278731123257	3897	3546
chr18	4736409	4736718	+	3.73092623890023	1.83318231027888	1.58938198560691	5.45908428961044	5.15441836569661	13.277634502505	0.841890210838876	0.514860319097353	1.63518177573845	0.102010947356434	0.134099703017829	4759	4519
chr18	4757697	4758164	+	4.8999565542328	2.0984466832682	1.71867849850977	6.19063110645095	5.52299612742938	29.856156618053	1.31437808080785	0.334708999234778	3.92692782032399	8.6037786974657e-05	0.00019168532596633	3219	2793
chr18	4758458	4758752	+	3.31480458931337	1.87431702944904	1.01007898356825	5.46000081954669	4.71011058299302	9.95074532290482	1.78924429044587	0.574489083713341	3.1144965869163	0.00184259088441006	0.00337448728713974	3416	3002
chr18	4775378	4775846	+	3.74726160252388	1.64437665033436	1.5096032937301	5.4330770326498	5.24216340361499	13.4288290097784	0.600224196381431	0.482108938417618	1.24499702982378	0.213132842026022	0.25991404672803	5130	4962
chr18	4785324	4785793	+	4.11955720880206	1.91152947874536	1.27655960588189	5.83949474835832	5.01354462008297	17.3824219778767	1.79134566439158	0.445520816916895	4.0207900425127	5.80032849970181e-05	0.000131474112659908	2760	2306
chr18	4796309	4796802	+	4.28272660563547	1.83939276057833	1.62005173852326	5.74927072202767	5.4123307526785	19.463868936173	0.738627795301451	0.37288771041412	1.98083169456336	0.047610151172493	0.0672801232742526	4592	4308
chr18	4804090	4804343	+	3.5272351406675	1.58570165430328	1.91280895969007	5.04436280421769	5.43508783060161	11.5293169674052	-1.11840837853226	0.488890538001964	-2.28764578488891	0.0221581573076188	0.0338183537732284	4099	3776
chr18	4818109	4818351	+	3.26709269574416	1.783575847377	1.58949378129089	5.23158120205441	5.073197677448	9.62704274288923	0.428263763425907	0.557268460827676	0.768505295975001	0.4421870455272	0.496379357046144	5573	5456
chr18	4839971	4840225	+	3.40079815335841	1.92159725153745	1.40341027445953	5.44320182440554	4.89900417680711	10.5619049146405	1.55009387154418	0.556414180208425	2.78586334906767	0.00533853717242804	0.0090435658138938	3693	3312
chr18	4845347	4845687	+	3.26753636362851	1.6669362395883	1.42223371965572	5.27367515842246	5.02938080418878	9.63000377511637	0.629407635600947	0.540125421592411	1.16529904062896	0.243897967323037	0.292752433532793	5212	5051
chr18	4847552	4847863	+	3.08351593952633	1.35195667082815	1.66350496091766	4.91709833165993	5.23340223522809	8.47677761787592	-1.03774095282419	0.59484703258745	-1.74455094498875	0.0810630661242854	0.109276951117456	4639	4370
chr18	4853932	4854232	+	3.1961749005278	1.62766250803265	1.61045472968901	5.15562906808077	5.14739628597441	9.16525423682859	0.0927400948687822	0.521887391100182	0.177701351767243	0.858957523589243	0.881502340481349	6096	6068
chr18	4862365	4862905	+	6.26386351925101	1.66209718479373	2.53486379855117	5.53117338516428	7.38110712659179	76.8441494628731	-2.95412616315887	0.277957415231857	-10.627981126874	2.2084129239063e-26	2.155355889541e-25	648	395
chr18	4866617	4866951	+	4.82536948415031	1.41229629792476	2.30372195706068	4.98345101250269	6.32713493932153	28.3518207783916	-3.01807576420031	0.395819791106147	-7.62487331865362	2.4427415158287e-14	1.22843978480903e-13	1244	830
chr18	4869518	4870317	+	5.7927322761815	2.16739249935524	1.64226419938914	6.86922209681206	5.77517914510021	55.4352706204432	1.75523184314219	0.298756213574208	5.87513083709039	4.22509513927272e-09	1.47665894923408e-08	2272	1792
chr18	4872544	4872783	+	3.26904956435983	1.95123020199286	1.34895460819506	5.44206774836024	4.80861478892435	9.64010970405825	1.89876326936623	0.570983423100099	3.32542626028805	0.000882834495334038	0.00168772148720876	3271	2852
chr18	4920141	4922696	+	9.98881774999255	2.47951229025441	2.89974578222284	9.19773254752543	10.5431407923956	1016.09371243598	-1.42294561979478	0.175026312951524	-8.12989541857561	4.29660961213303e-16	2.43034265221558e-15	2997	2544
chr18	4937987	4938670	+	5.74888164972063	1.41871942082283	2.2863701794694	5.32351302801461	6.99498896744223	53.7756685200525	-2.94381737013806	0.284614617379548	-10.3431699933118	4.49420308888499e-25	4.08658932035821e-24	688	414
chr18	4943731	4945163	+	8.98339740201648	1.65320642293604	2.96913004881278	6.26405428705129	9.95602374722217	506.141655180066	-4.3944372561568	0.202419353427054	-21.7095706599045	1.66606634345016e-104	2.97797458417834e-102	152	105
chr18	4970002	4970317	+	3.17002723447224	1.39725248886124	1.6813195037697	4.94517396702162	5.2693856530582	9.00063778542534	-1.0509545228306	0.556120397125522	-1.88979675671452	0.0587851475023769	0.0815793883706454	4508	4215
chr18	4970740	4971246	+	5.3856725856795	1.98993721190861	2.12310402241219	6.04433737066502	6.31219373936036	41.8069991035634	-0.447144446827669	0.269546936382328	-1.6588741568683	0.0971411532040616	0.128410209107144	5248	5093
chr18	4975075	4975369	+	3.44409284777707	1.68190036192399	1.62302948108895	5.24866298516659	5.16165449880014	10.8836672387849	0.288592316047815	0.551815276134907	0.522987181632973	0.600983173520466	0.648680250783995	5796	5732
chr18	4980347	4980980	+	5.35245554041415	2.05957075830435	1.82413849208186	6.38261153142413	5.91009653090538	40.8554189323352	0.780657467826507	0.272875321660052	2.86085770995095	0.0042249662791897	0.00728940679608681	4485	4192
chr18	4982303	4982574	+	2.85384155924148	1.68099732324883	1.37004051398477	5.16903074341884	4.87988430272074	7.22922783662087	0.948749312656732	0.602598079781291	1.5744313573005	0.115387759185711	0.150169715303892	4807	4575
chr18	4986920	4987254	+	3.81656527226682	1.69794736710274	1.8286107472384	5.29523609416385	5.47407625944028	14.0896637036702	-0.468064557048916	0.414935827764672	-1.12804083361627	0.259302674536622	0.309579681660517	5240	5080
chr18	4993681	4994947	+	7.38573361557947	2.23878726986225	2.2587284594239	7.57470680854208	7.64428559296507	167.235070760166	-0.171210004855996	0.260080429145201	-0.658296379388127	0.510347704048538	0.563092634308228	5872	5818
chr18	5007738	5008272	+	5.12777923375428	1.97641706152434	1.82900139498792	6.06608854795787	5.8788268915826	34.9635369990219	0.123681105030454	0.371689831997493	0.332753533680974	0.739320335958184	0.778389098242073	5968	5923
chr18	5014377	5015110	+	4.82345387221589	1.84256015547021	1.53887215359977	6.06645995867878	5.56586520878591	28.3142001839463	0.897892031626639	0.359555544731587	2.49722760442181	0.0125168588855249	0.0199504380096418	4180	3858
chr18	5020229	5020632	+	4.44374676887384	1.77884003458124	1.92419945085932	5.51734499338033	5.76762095385468	21.7621134769054	-0.6305302757298	0.38139330785064	-1.65322847242177	0.0982843738665051	0.129773542192667	4856	4626
chr18	5020675	5020939	+	3.12034349738835	1.63791553423975	1.66924302800242	5.10782868472505	5.14783188511022	8.69594910919499	-0.201029019372125	0.520476115929357	-0.386240623190114	0.699318470610938	0.741997122431752	5896	5842
chr18	5063272	5063529	+	2.51950158081302	1.52106030453805	1.41566484067097	4.99056282224847	4.88441324580323	5.73383973519484	0.524849273791237	0.668350568078298	0.785290383309363	0.432283332891866	0.486221598448672	5562	5440
chr18	5091004	5091414	+	3.45173915325716	1.61684132291732	1.49010048751538	5.30906584679142	5.16032778504867	10.9415039717247	0.460122852911966	0.498354902632485	0.923283488296064	0.355859490317573	0.410294318360991	5426	5291
chr18	5092280	5093001	+	5.52889849217854	1.65945756634544	2.11158502408459	5.72426762941267	6.63402843017904	46.170469317517	-1.51935641711166	0.294621417871843	-5.15697883774549	2.50966154247848e-07	7.36073258778497e-07	2790	2340
chr18	5098509	5098964	+	5.62463733348952	1.31162904484275	2.42024303974185	5.01789038780819	6.90622377990723	49.3383421189525	-3.69110480764406	0.382527373812023	-9.64925665544109	4.95133274632463e-22	3.92095413430467e-21	790	486
chr18	5102593	5103080	+	4.3404311773276	1.48406484671312	1.91265085158161	5.23419331135449	5.879916140198	20.2581591416896	-1.46399598320899	0.396646333976886	-3.69093536937694	0.000223430908892711	0.000468583226963729	2983	2531
chr18	5107157	5108027	+	5.23447837514715	1.91801351174385	1.57532053864142	6.37258356693751	5.72278193393537	37.6474012302724	1.07323423325061	0.29945643411453	3.58394113796245	0.000338448388653116	0.000692165125666523	3786	3416
chr18	5124763	5125043	+	3.54863537960779	1.85652868178118	1.55431256476797	5.40261381236786	5.0978230092814	11.701611977994	0.663377211584499	0.482285423658167	1.37548675336845	0.168980589712093	0.211599953771387	4995	4796
chr18	5133912	5134515	+	5.39570201943084	1.89779495509538	2.0499422829929	6.01421559558876	6.32522215002283	42.0986486631241	-0.523593199863579	0.289298656639562	-1.80987083018476	0.0703158206201805	0.0959214508939924	5102	4929
chr18	5141459	5141947	+	5.39028551241684	1.99032934681082	2.14132350428329	6.01512266229618	6.32465540838519	41.9408882932	-0.547610189535395	0.282672482597848	-1.93726033925442	0.0527135277385398	0.0737918616093768	5043	4865
chr18	5142318	5143246	+	6.710997276832	2.24452638308988	2.14030979977301	7.2285656550981	6.961218040325	104.763857495765	0.333272655887833	0.212782252274267	1.56626152945434	0.117287403347659	0.152388368710894	5501	5378
chr18	5161885	5163744	+	8.0753560625625	2.39186969759831	2.19619844613794	8.50330065653659	7.92438242097081	269.72698662512	0.654037798588125	0.177384776139176	3.68711347627131	0.000226812231312709	0.000475037602642219	4806	4573
chr18	5186219	5187730	+	6.28913340243726	1.99790083589269	1.65730556927952	7.1319229130939	6.32335881433686	78.2019893170581	1.12259502707573	0.237092931201271	4.73483128066246	2.19237399769982e-06	5.89406606343365e-06	3675	3294
chr18	5198648	5198924	+	3.55188007028988	1.97564312703108	1.30934580205926	5.57369540613766	4.83165979566773	11.7279590841779	2.18778443268784	0.557949021210535	3.92111886484035	8.81387700132266e-05	0.000196086822618331	2812	2364
chr18	5199213	5200172	+	5.36920216237559	1.95409078257594	1.42419191090068	6.54633409107232	5.57694958398192	41.3324266457743	1.58230151613046	0.333997342754242	4.73746737947772	2.16405677275125e-06	5.82294157863735e-06	2637	2178
chr18	5207604	5208237	+	4.5140961441782	1.9216869106058	1.16094440491046	6.10263561503392	5.01182054825337	22.8495863678666	2.5831924382612	0.46172698131709	5.59463176895699	2.21090502287433e-08	7.20011547272349e-08	1921	1457
chr18	5283775	5284233	+	4.32378620270787	1.99279348953118	1.33272697535664	5.96708808027791	5.05425423622282	20.025775439014	2.03271685847225	0.432732906243889	4.69739377140551	2.63502149670907e-06	7.0357210770004e-06	2343	1871
chr18	5298878	5299609	+	4.8459819914966	1.93077726025296	1.34034965780035	6.24810945667105	5.27147969990941	28.7598050537989	1.91640740817684	0.386594442578692	4.95715198437377	7.15340181258146e-07	2.00590236394037e-06	2231	1752
chr18	5322196	5322450	+	3.13995990255392	1.59772361206971	1.72555586967549	5.06631045580627	5.18798161916638	8.81499592462102	-0.28339715529475	0.542111446574337	-0.522765488693456	0.601137458604182	0.648734852687211	5797	5733
chr18	5333732	5335211	+	10.4101576876911	2.82443954198636	3.26983677505604	9.53870476840442	10.9758554983846	1360.72299358962	-1.5045732877007	0.177053564661382	-8.49784239350514	1.93147110326412e-17	1.184635610002e-16	2828	2381
chr18	5340713	5341681	+	6.25025370057769	2.22562125819205	1.68752995151345	7.22905262344434	6.00103453719189	76.1226404896457	1.76927135085582	0.267560696753388	6.6125980845631	3.77632735130583e-11	1.55630460538665e-10	2237	1756
chr18	5342540	5342941	+	4.44857307789442	2.08854401848008	1.44509859473183	6.04336939118406	5.09065599648275	21.8350371090479	2.19087214089679	0.421990860002365	5.1917525912398	2.0832371410157e-07	6.14172080782008e-07	2122	1651
chr18	5349295	5349723	+	5.08982896998819	1.7041970975546	2.22451919617607	5.4533071255045	6.37874904794395	34.0558083181755	-1.72163661964017	0.322226304901461	-5.34294250175093	9.14497781617741e-08	2.80034171404826e-07	2340	1866
chr18	5351242	5351610	+	4.20978495359385	1.63230958672443	1.93581997211552	5.31823847943792	5.70092768101671	18.5042525150438	-0.702192113387269	0.468979861616444	-1.49727562067805	0.134321555713748	0.172019580869029	4885	4661
chr18	5364829	5365143	+	4.55118347374134	1.15727972363841	2.2383136111914	4.78442068046258	6.15340574390878	23.444595354357	-3.4974854088515	0.490309846229528	-7.13321471258855	9.80514196231769e-13	4.48071352200581e-12	1369	939
chr18	5371856	5372308	+	4.9850084328697	2.13372272112289	1.76359143124268	6.23339017240324	5.5744602062781	31.6691981181713	1.14652165949271	0.320668567410866	3.57541017739883	0.000349679220154849	0.000714199543352509	3611	3224
chr18	5373084	5374423	+	6.817962303755	2.07053176033771	2.06320439239446	7.18578861659674	7.17146289020678	112.826512124484	-0.0219799019230064	0.21989962068278	-0.0999542511931561	0.920380645739851	0.932906889136181	6211	6203
