chrom	chromStart	chromEnd	strand	gene_name	log2BaseMean	meanLog10FpkmGrp1_kidney	meanLog10FpkmGrp2_liver	meanVstCountGrp1_kidney	meanVstCountGrp2_liver	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cRank	cRank_rerank
chr18	8692576	8694576	+	Gm5819	7.4705209729089	2.24923922477124	2.34489928227872	7.75712870812024	7.99630853897424	177.358046279987	-0.30737377963588	0.18340911756093	-1.67589149178349	0.093759448574143	0.122724961750439	1017	981
chr18	9211355	9213355	+	Fzd8	8.93884780564846	2.92476825440167	2.39817617053814	9.65590876002997	8.13620536407406	490.751138925635	1.78121443196128	0.18125510135512	9.8271133813303	8.60498932539112e-23	6.53979188729725e-22	160	112
chr18	9282309	9284309	-	Gjd4	4.45260171310762	1.49242680539354	1.30642064152626	6.28073432972671	6.04021835101191	21.8960952885022	0.610959657251897	0.331542403216026	1.84277984150886	0.0653611612000103	0.0875321277744631	908	858
chr18	9449650	9451650	-	Ccny	10.471354432322	3.07044874300511	3.30445507076295	10.1070101942505	10.8487441217765	1419.68429925307	-0.755555293736244	0.150940471413663	-5.00565081492021	5.56736025319214e-07	1.2821799370988e-06	690	604
chr18	9618978	9620978	-	Cetn1	4.27092435681078	1.40916927950598	1.26009393940503	6.17625384993694	5.99180123801217	19.3052904766437	0.592835533658595	0.385435912870564	1.5380910648502	0.124026350393692	0.159256644222523	947	905
chr18	9706147	9708147	+	Colec12	7.19561658572169	2.41445311274125	1.84536891545351	8.1805511679009	6.8665824790551	146.587328345579	1.93133535840249	0.196220583838134	9.84267460948787	7.37243507977654e-23	5.63828997296118e-22	159	111
chr18	9726170	9728170	-	Gm17430	4.88893682889841	1.59982736270189	1.45507897268936	6.44278323021191	6.2314807911282	29.6289753323507	0.521789387166403	0.298631999293062	1.74726549198214	0.0805912959784961	0.106186492838401	922	875
chr18	9956679	9958679	+	Thoc1	9.52855005874317	2.77541056018555	3.02999872684168	9.20189674312301	9.97939617443954	738.549116366459	-0.84473859525162	0.132666360595409	-6.36739103613317	1.92270547624849e-10	5.85967383237635e-10	619	530
chr18	10044619	10046619	-	Usp14	4.85036089324356	1.44094049532496	1.58976109644431	6.21005213271406	6.42931017578956	28.8472300972246	-0.53219447956473	0.297675207293757	-1.78783609291163	0.0738024558904543	0.0979735658982451	916	867
chr18	10181292	10183292	-	Rock1	10.5748466431196	3.04822256656718	3.3620969317768	10.036629440637	11.0345310700408	1525.26757937047	-1.05175554417032	0.151343623123976	-6.9494539806858	3.66702716173984e-12	1.27040029306998e-11	469	392
chr18	10323676	10325676	+	Greb1l	7.81386971647156	2.60443277455255	2.02115606501579	8.7029668559979	7.22963900186315	225.013806655471	1.93125743705702	0.177229001616099	10.8969605394515	1.19171877320745e-27	1.35432712917781e-26	107	67
chr18	10609852	10611852	-	Esco1	9.43483873951815	2.73876355202637	3.0030055160816	9.09402495726606	9.89574821039557	692.100981043402	-0.875740310521431	0.154470385033641	-5.66930878259097	1.43374765783523e-08	3.77367348902085e-08	599	512
chr18	10616295	10618295	+	Snrpd1	8.04297355440706	2.34065400975743	2.57423109608313	7.98585675320109	8.61769535559731	263.740177543473	-0.777549832658629	0.163795522397545	-4.74707624040817	2.06378175377218e-06	4.5794865193193e-06	666	579
chr18	10706271	10708271	-	Abhd3	8.19271235003657	2.54173271061807	2.49459651078582	8.52668950862468	8.39510949794725	292.585071337933	0.165131852321488	0.152590086588864	1.08219253303405	0.279166985711559	0.327039551662096	1101	1081
chr18	10724047	10726047	+	Mib1	9.48908943338892	2.78976721324418	2.9966531314507	9.24687638166252	9.87601642028838	718.622070093693	-0.671454444531449	0.16825384632269	-3.99072270385832	6.58722616848631e-05	0.000127752265085795	767	691
chr18	11051009	11053009	+	Gata6	8.18566011788429	2.55199009371079	2.47851450502383	8.5550040189315	8.3512614252719	291.158336748426	0.250484800377874	0.15218847329204	1.64588549289939	0.0997873362519027	0.129638248805891	1049	1018
chr18	11837719	11839719	+	Cables1	7.13885920066047	2.39931700775595	1.83688774963583	8.1380556002483	6.85199212447157	140.932369637913	1.88052406141884	0.182585499234487	10.2994162696555	7.08901538843392e-25	6.48138549799672e-24	133	88
chr18	12121037	12123037	-	Tmem241	8.66981200504052	2.52415624780092	2.76692856813949	8.47747983257233	9.17661389568674	407.261606707497	-0.804804701590877	0.147002731372812	-5.47476019033839	4.38104492169801e-08	1.1006922778481e-07	647	564
chr18	12127349	12129349	+	Riok3	9.45851049855946	2.63321202303128	3.06223887466216	8.78565699572946	10.0804511690608	703.550659324357	-1.42974188173928	0.14514218733738	-9.85062928957983	6.81161401083822e-23	5.24235609948055e-22	256	194
chr18	12167216	12169216	+	3110002H16Rik	10.3988842298443	2.75778258562574	3.39105414940683	9.14923501921019	11.1278341324722	1350.13151456762	-2.11573033783331	0.140794972327275	-15.0270304604013	4.88414903783366e-51	4.24223230714695e-49	62	28
chr18	12235900	12237900	-	Npc1	10.1679308778452	2.91735555875571	3.2479504430259	9.63091222164501	10.6679850873993	1150.40878119777	-1.1043331495132	0.126209886201935	-8.74997341924762	2.13403007476747e-18	1.07675542361711e-17	432	355
chr18	12305220	12307220	-	Ankrd29	6.92187405042674	2.31445752930006	1.82440999293071	7.91951685639855	6.83008097046363	121.252783013682	1.62561993079577	0.201891742309185	8.0519386885385	8.14927308328205e-16	3.51401279052162e-15	282	222
chr18	12332318	12334318	+	Lama3	6.40632045915102	2.14729550383958	1.71322908129494	7.5079771118404	6.63552209899889	84.8192875130904	1.40118315822664	0.215110639443189	6.51377896441376	7.32833122079675e-11	2.30264877635371e-10	387	312
chr18	12598425	12600425	+	Ttc39c	4.78088141283715	1.61344756767943	1.2898972233972	6.47484227324445	6.03667400847162	27.4908843598925	1.11036432152592	0.362245580464575	3.06522530958664	0.00217506074187616	0.00363306849192501	728	650
chr18	12739823	12741823	+	Cabyr	8.64033738494937	2.66249294717572	2.63411524789554	8.87145875274495	8.78986989184558	399.025568968447	0.0818177342503458	0.182101779315558	0.449296731519391	0.653217615281018	0.693117469617555	1169	1158
chr18	12941341	12943341	-	Osbpl1a	9.07397366920819	2.5683133373566	2.92711859164198	8.60090774936178	9.66111939723814	538.93731491504	-1.19329534069089	0.143679190304957	-8.30527606787133	9.9587624644546e-17	4.56975666293464e-16	383	310
chr18	12970751	12972751	+	Impact	7.04466357414732	2.1301422119165	2.20375421927009	7.47201047202276	7.64804568032627	132.024656183658	-0.254346046793504	0.209046465895199	-1.21669622925371	0.22371981427735	0.268817484349069	1046	1015
chr18	13005489	13007489	+	Hrh4	5.28428487486569	1.66551089469493	1.637316108802	6.5470614732507	6.5016750743769	38.9698068237765	0.0824095654989529	0.258003037527045	0.319413159972251	0.749413232869326	0.7828921745439	1168	1157
chr18	13972233	13974233	-	Zfp521	8.29105931202204	2.73810723672149	2.18669336924037	9.09218502559484	7.60739483359303	313.225815592523	1.79597921659677	0.186940478678635	9.60722487334699	7.45306162320243e-22	5.26914124058963e-21	172	122
chr18	14423367	14425367	+	Gm5160	4.61280020763222	1.56562655405867	1.29444310148777	6.39062944369718	6.02938690140483	24.4675918044041	0.971982869883559	0.334532843300029	2.90549310583483	0.00366674926734748	0.00595266376232352	749	669
chr18	14682414	14684414	-	Ss18	9.57823849325574	2.83210300843552	3.01548150753274	9.3728280756656	9.93458803756576	764.428890252658	-0.606153810514483	0.156492207365911	-3.87338015558289	0.000107336200246279	0.000204578086989773	809	743
chr18	14704650	14706650	+	Psma8	4.8657221446628	1.57542850689585	1.47488453152027	6.40500667606795	6.25720081336979	29.1560251453448	0.338710730128894	0.29386577654895	1.15260352568641	0.249073155444721	0.295774372090606	1024	990
chr18	14781744	14783744	+	Taf4b	9.79254724826618	2.88048255258886	3.08363132756286	9.52116282378151	10.1480207272115	886.850582646594	-0.661290995457972	0.184232767906688	-3.58943201566027	0.000331399241450109	0.000606899815667669	775	702
chr18	15150946	15152946	-	Kctd1	6.61309158644971	2.25414405589222	1.59488964571477	7.7713323045748	6.43447189512352	97.8901359359211	2.26459559625078	0.234802585684224	9.64467912332252	5.17728559772703e-22	3.7251948442817e-21	169	119
chr18	15403184	15405184	-	Aqp4	5.49335330055591	1.82890412550908	1.53737113819391	6.84223974994667	6.34681101665471	45.0468181428283	1.05112870492316	0.271210487309833	3.87569343409032	0.000106321477773852	0.000202962193050242	637	553
chr18	15759657	15761657	-	Chst9	6.73797949021533	2.29332590481223	1.63851530974043	7.86661644071712	6.50459775237902	106.741656127465	2.17354962418539	0.222603634921497	9.7642144296157	1.60349858299583e-22	1.203613751187e-21	162	113
chr18	15831293	15833293	+	Gm10036	4.99757262681104	1.71506379923524	1.29073711618723	6.63126655996857	6.04885430624462	31.9462044087281	1.26066382519145	0.316044110476412	3.98888567577196	6.63844035473693e-05	0.000128540501136307	628	542
chr18	16808746	16810746	-	Cdh2	8.54816429055011	2.79427650573081	2.3135099239172	9.26062512260374	7.92073952807051	374.329332063674	1.5958052625689	0.19986725966865	7.98432552292209	1.41292712980207e-15	6.04971616140603e-15	284	226
chr18	20001851	20003851	-	Dsc3	6.05334750355674	2.0498655356747	1.5914968755896	7.28856979544554	6.42851382811114	66.4108704739375	1.57075677531919	0.230418435158506	6.8169752747373	9.29772587620983e-12	3.12321399598651e-11	362	288
chr18	20059054	20061054	-	Dsc2	7.53898773772037	2.27931731012706	2.36013100805286	7.8290894826102	8.03664369948975	185.977945606863	-0.271093320347066	0.170645806796267	-1.58863159568124	0.112143590588917	0.144916690920428	1041	1009
chr18	20114371	20116371	-	Dsc1	5.1551005706231	1.69762559246717	1.4880738826505	6.60699713842913	6.27856150403883	35.6319756104514	0.706467675228818	0.296144152310023	2.38555335203526	0.0170534485887485	0.0251968329087706	823	759
chr18	20245839	20247839	+	Dsg1c	5.00942340035282	1.56461969945682	1.56867836487413	6.38966092296026	6.39705702501462	32.2097018283358	-0.0191614162388063	0.287304400599432	-0.066693779137486	0.946825486816026	0.953885494588474	1207	1206
chr18	20309310	20311310	+	Dsg1a	5.27692861151133	1.75624842080856	1.47663901608637	6.70656438279798	6.27023126784729	38.7716065613746	0.944537949643658	0.297938594541798	3.17024369097353	0.00152311140555769	0.00258673668876837	716	635
chr18	20375228	20377228	+	Dsg1b	4.80066947559075	1.68236219139858	1.161120998067	6.57778068795677	5.90032055962656	27.8705482169889	1.63991847712884	0.355377585221593	4.61458050626991	3.93890074807453e-06	8.59910827586827e-06	557	473
chr18	20434674	20436674	+	Dsg4	4.4313916427773	1.38730828103807	1.41031364895448	6.13936063186306	6.17373881748093	21.5765402117754	-0.157968037251609	0.336372464671915	-0.469622379482472	0.638624832725982	0.679411895533503	1143	1130
chr18	20508803	20510803	+	Dsg3	4.80133931041566	1.60672482199195	1.37910457027193	6.45471730468899	6.12938527027856	27.8834913531349	0.791212411500462	0.308564401321205	2.56417269170606	0.0103422072862103	0.0158589206305571	793	727
chr18	20556573	20558573	+	Dsg2	7.53847773963549	2.34832390618029	2.27729570436289	8.01189420711261	7.82635567519461	185.912213327522	0.269507517488481	0.209632431584269	1.28561938365984	0.198575928496836	0.242290611985307	1042	1010
chr18	20663749	20665749	+	Ttr	6.76786646130237	1.69028520090394	2.2845366934717	6.58886793918714	7.84872719419708	108.975987092773	-2.02857689812265	0.228763432065723	-8.86757503069739	7.47560041424051e-19	3.88475645457969e-18	234	173
chr18	20682463	20684463	-	Gm10269	4.83015107651539	1.61316205573959	1.36862439769235	6.46782710045932	6.12302667259982	28.4459444511945	0.754777382242541	0.328274362358363	2.29922731955102	0.0214920344566644	0.031017602617871	842	781
chr18	20745904	20747904	-	B4galt6	8.05856291152297	2.66822184798874	2.13096588143447	8.88714412639906	7.47042759774169	266.60553300516	1.80758976298564	0.163518529441366	11.0543420929785	2.0886251328456e-28	2.64559183493776e-27	121	80
chr18	20895593	20897593	-	Trappc8	7.47124291145323	2.18374637088533	2.39625846694662	7.59635676170848	8.12948086393024	177.446820170588	-0.694898899401125	0.165551749299257	-4.19747240571285	2.69910532466093e-05	5.40710391233558e-05	749	669
chr18	20943124	20945124	+	Rnf125	6.61162606633845	1.85445743345568	2.17309800667572	6.88538571997212	7.57244523208975	97.7907475560635	-1.0861760389796	0.203137861149275	-5.3469896396193	8.94291330881665e-08	2.20579768428419e-07	493	415
chr18	20999840	21001840	+	Rnf138	10.1865229896879	3.0074836290516	3.20019288046583	9.91103667889318	10.5160423962634	1165.33011923643	-0.625020699326745	0.170422472940752	-3.66747817081632	0.000244954455294952	0.000454061917132106	796	732
chr18	21070843	21072843	+	Mep1b	4.87216670071308	1.63605440449985	1.37848426674989	6.49876441249404	6.1365312320081	29.2865571914896	0.777772737671479	0.304768271273701	2.55201348362471	0.0107102373773757	0.0163819479885395	795	730
chr18	21299638	21301638	-	Garem1	11.4854790694865	3.35071620124906	3.62024282726434	10.9984321074905	11.872226225769	2867.30382782026	-0.87513424293821	0.165753190444153	-5.27974297564466	1.29365225602326e-07	3.16515320588387e-07	601	514
chr18	21654218	21656218	-	Klhl14	6.69108460043892	2.32004936272728	1.30512467338055	7.93607991243947	6.05835633769355	103.327796558367	3.20690368908241	0.276126721072941	11.6138839320635	3.50333029750652e-31	5.91673561356657e-30	72	36
chr18	22170896	22172896	-	Ccdc178	4.88104281488336	1.63133097902868	1.39123871823833	6.49256025788168	6.15146035536304	29.4672967990145	0.837203260173358	0.312832916187952	2.67619939223518	0.00744623305890494	0.0117136085376823	773	699
chr18	22343382	22345382	+	Asxl3	8.79291696102874	2.94057097726973	2.08550416934706	9.703040888838	7.37158045474045	443.538940426302	2.82698768878548	0.177467872356209	15.9295744703088	3.95036255304599e-57	5.33737873833769e-55	17	10
chr18	23041153	23043153	-	Nol4	8.19068927229956	2.78556926172545	1.62136297874095	9.23389728013446	6.47670708801409	292.17506957208	3.89455708834422	0.209297154586461	18.6077880324712	2.77853926592933e-77	6.75740749474013e-75	5	3
chr18	23413634	23415634	+	Dtna	6.48493169316155	2.22484428575968	1.4953597513023	7.6987380662501	6.29901658361389	89.5692544897484	2.47154649988177	0.261907499632751	9.43671526530318	3.84648504417616e-21	2.55591574520121e-20	183	132
chr18	23750832	23752832	+	Mapre2	8.52921628187139	2.63685126415542	2.59846279505711	8.79647733963452	8.68692867890902	369.445125113728	0.124127926361978	0.163374703065092	0.759774457325399	0.447389413392894	0.499564303660017	1127	1113
chr18	23953191	23955191	+	Zfp397	9.06837821675668	2.80409530871695	2.75660708161397	9.2881901076064	9.14621795410303	536.851109839729	0.163262177552847	0.150594724047831	1.08411618391752	0.27831328800872	0.326386940394563	1102	1082
chr18	23988131	23990131	+	Zfp35	7.7167540995427	2.38937232460313	2.36092803590165	8.11262191961761	8.03791387497749	210.365469105305	0.0962571948735813	0.163987185095565	0.586979981499693	0.557217151441322	0.60594368137546	1151	1141
chr18	24020310	24022310	-	Zfp24	9.85021114370401	2.97364981773524	3.04867163526483	9.80550788515627	10.0388423040921	923.0155505357	-0.253053120394387	0.170460737604019	-1.48452437758559	0.137669860861934	0.174555048812036	1047	1016
chr18	24121453	24123453	-	Ino80c	9.84943120399029	2.77981358996451	3.16796953924667	9.21558549122167	10.4135727154383	922.516691174432	-1.28816342792284	0.148808823906881	-8.65649895014911	4.8647553240231e-18	2.34743748968734e-17	330	262
chr18	24203843	24205843	+	Galnt1	8.93431761670455	2.63393095199446	2.82204093822933	8.78904592400037	9.3425485610141	489.212554223205	-0.625866126328247	0.171695243961396	-3.64521527730241	0.000267168061293268	0.000493733073757771	795	730
chr18	24469360	24471360	+	2700062C07Rik	7.0886238607642	2.26795530541943	2.08507606109574	7.80251052767978	7.36624706767148	136.109491057715	0.623451377910927	0.186997990087209	3.33400042225145	0.000856065278150161	0.00148287090916039	797	733
chr18	24529704	24531704	-	Rprd1a	9.66872241475066	2.91751843417276	3.00465666409717	9.63169464677083	9.90047686531778	813.908279902301	-0.288486848107499	0.130822333573903	-2.20518041703124	0.0274414368007364	0.0388913603143304	1027	993
chr18	24602460	24604460	+	Elp2	9.61966096457869	2.98977959215336	2.89541584826055	9.85581399755245	9.56375304282749	786.695196585804	0.339433192781672	0.157819394748589	2.15076982979436	0.0314943715531656	0.0441720366881768	993	955
chr18	24603317	24605317	-	Slc39a6	9.53529937859142	2.96062542107498	2.87523122136272	9.76563974724471	9.50222007338276	742.012344681199	0.308436663239591	0.156799157541687	1.96708112514947	0.0491738588967204	0.0673371761468603	1016	980
chr18	24652190	24654190	+	Mocos	8.28258294565011	2.40214368800132	2.64335831717033	8.14553064035781	8.81856475333317	311.390893903852	-0.839244493914345	0.185616301676035	-4.52139432978855	6.14336252296476e-06	1.31058400489915e-05	621	533
chr18	24707944	24709944	+	Fhod3	8.18216316130528	2.68914470793403	2.20342352445081	8.95031913848874	7.64109919802524	290.45345106075	1.65265286383975	0.178020649269203	9.28348969978535	1.64016698462543e-20	1.01757298637986e-19	196	147
chr18	24708848	24710848	-	Gm9955	8.24597871206705	2.71769344090302	2.19155519992244	9.03374989159935	7.6132448258783	303.589632147512	1.78894857729447	0.180431277089302	9.91484739316595	3.58804353491146e-23	2.81487802480795e-22	155	108
chr18	25167498	25169498	+	AW554918	10.3629154470392	3.14593733581387	3.19049330525806	10.3448055307056	10.4849000717931	1316.88664114466	-0.126354502383198	0.158610899579461	-0.796631900570598	0.425664844770329	0.478823729177354	1124	1108
chr18	25168507	25170507	-	Tpgs2	10.2696894256655	3.10540302873642	3.17294857284422	10.2171436596408	10.4291956629668	1234.48143553243	-0.199865528944335	0.161472046631651	-1.23777169555711	0.215800726307809	0.260331034911007	1080	1056
chr18	25753657	25755657	-	Celf4	7.52244585491678	2.55124626673454	1.76987468017605	8.55332723688717	6.72758657146416	183.857708533049	2.6467194981224	0.19116119802161	13.8454849912753	1.35463348574663e-43	6.33551661026116e-42	26	13
chr18	30271246	30273246	+	Pik3c3	8.0689648478518	2.47706125992102	2.47331768750526	8.3534771783329	8.33808106309741	268.534724766449	0.0437216693775058	0.195346190146782	0.223816340337396	0.822900214739536	0.844116078723302	1195	1192
chr18	31316790	31318790	-	Rit2	5.30945706713065	1.84202900171133	1.30126019745595	6.86196404804499	6.05066271448458	39.6557198578164	1.7120298389969	0.293952287919354	5.82417592703546	5.73950922093266e-09	1.58259483280139e-08	441	361
chr18	31446915	31448915	-	Syt4	5.35006361650627	1.82575258116055	1.39142081428086	6.83429239323265	6.15547006181266	40.7877385944485	1.51143767495297	0.304248913714618	4.96776687383896	6.77283144127396e-07	1.55391755331871e-06	530	447
chr18	31608011	31610011	+	B930094E09Rik	8.9858680005913	2.6484242956111	2.83951993106625	8.83064044889803	9.39502117293233	507.009159495308	-0.634771494535753	0.165659687924193	-3.83178009381636	0.000127219429225439	0.00024133982205637	789	722
chr18	31609402	31611402	-	Slc25a46	9.04811932032959	2.69508249560023	2.83814252561098	8.96663747843411	9.39085560800095	529.365117111026	-0.469685827457022	0.170141928612743	-2.76055309403519	0.00577035777606854	0.00920833996810937	891	838
chr18	31632870	31634870	+	Sap130	10.7959236829148	3.18444094327235	3.39082565017825	10.466617522187	11.1268838654316	1777.85713682371	-0.667337729996279	0.155805819520795	-4.28313738247248	1.84276310472868e-05	3.78513502592919e-05	769	695
chr18	31758323	31760323	+	Ammecr1l	10.0296884592637	3.02222315190388	3.11170739631409	9.95643474740106	10.2355645271006	1045.2906685384	-0.276734587395721	0.154863448669836	-1.78695870311987	0.073944163428508	0.0980546376543792	1036	1004
chr18	31787658	31789658	+	Polr2d	9.19896789034582	2.72785986585321	2.89616224025525	9.06211369854104	9.56632027642871	587.712955187708	-0.546524712621257	0.154394366599305	-3.53979698002606	0.000400434948210421	0.000727845884938523	844	783
chr18	31802556	31804556	+	Wdr33	9.18103217045175	2.76221146865205	2.86298176061615	9.16312523975202	9.46532820097083	580.451682607846	-0.327718488371843	0.145746467155688	-2.2485518501232	0.0245410227519378	0.0351909005499485	1002	969
chr18	31819913	31821913	-	Gm6665	5.63230181544915	1.81812344005322	1.65796922467903	6.81751035329652	6.54594869437397	49.6011551830856	0.52766076709325	0.272094056719313	1.93925870140403	0.0524698449528462	0.0712886385057664	895	845
chr18	31911403	31913403	-	Sft2d3	6.72400808950631	2.13189538796478	2.02163834055251	7.47217766373688	7.22601194110946	105.712933865628	0.358081167306481	0.179700679824682	1.99265338147763	0.046299415487772	0.0637600104565467	980	936
chr18	31929824	31931824	+	Lims2	6.7449170710634	2.22228036511782	1.87820222357732	7.68758144837587	6.93562516193857	107.256187764554	1.12968228968456	0.198681914493183	5.68588385392935	1.30137822077891e-08	3.44765994873019e-08	459	382
chr18	31949136	31951136	-	Gpr17	5.57506062601366	1.87962713480162	1.50545963379018	6.93576993729875	6.30726709383154	47.6716820730336	1.2003007275329	0.267123470144267	4.49343042333437	7.00849266315193e-06	1.48991732139733e-05	572	488
chr18	32036461	32038461	-	Myo7b	6.69011654555815	2.29601645273959	1.52876216443123	7.87355557021904	6.34089388998528	103.258486397056	2.6018568113758	0.241209042409111	10.7867299890144	3.97689093213175e-27	4.31776729774304e-26	112	69
chr18	32066240	32068240	+	Iws1	9.64102173859848	2.79267850054324	3.06723890831113	9.25384740347183	10.0965989072878	798.429789521943	-0.924771914242686	0.160181153977682	-5.77328787612265	7.77394563775009e-09	2.10537146893187e-08	560	478
chr18	32139070	32141070	-	Proc	6.79988820619049	2.09857579530687	2.08564491886222	7.39683390869781	7.3792683166503	111.42183773776	-0.000332831301643022	0.229822804074915	-0.00144820834025909	0.998844497328389	0.998844497328389	1216	1216
chr18	32161588	32163588	+	Map3k2	9.9317303205292	2.90868901461265	3.14240466539301	9.60524354280363	10.3325233278206	976.671995778424	-0.769659190764067	0.144932926391391	-5.31045090944761	1.09354337932411e-07	2.68094505898813e-07	675	584
chr18	32238799	32240799	+	Ercc3	8.08209735609548	2.39980131246233	2.55826987937989	8.14041908326392	8.57168999082019	270.990291465811	-0.513228578556925	0.152603306705608	-3.36315503010043	0.000770570767612046	0.00134435301781384	862	804
chr18	32375716	32377716	+	Bin1	8.54290163735571	2.72249756409615	2.47937865557647	9.04520850514098	8.36224169820516	372.966343524192	0.750846207140978	0.197166036681978	3.80819242389128	0.000139986325668704	0.000264733082446569	694	609
chr18	32472089	32474089	-	Gm35060	5.13887476713194	1.73006590933093	1.42416085001928	6.65783827663555	6.19467544600359	35.2334725715163	1.01452995210464	0.290006827477812	3.49829678469297	0.000468239767916895	0.000843525270795472	675	584
chr18	32559534	32561534	-	Gypc	8.93272299699991	2.35861856908705	2.93342386467896	8.03053181579973	9.68243077206477	488.672123303053	-1.95474628836604	0.173798295220181	-11.2472120965837	2.39028209974444e-29	3.50190726902318e-28	84	45
